positionName,companyShortName,city,companySize,education,financeStage,industryField,salary,workYear,job_detail
数据分析专员,武汉佰钧成技术有限责任公司,广州,2000人以上,本科,不需要融资,移动互联网,6k-7k,1-3年,"
        岗位职责：
1、协助产品经理工作
2、梳理新功能数据上报埋点，跟进上报验收
3、新功能上线效果监控与分析
4、通过数据发现问题，反馈给到相应人员

岗位要求：
1、本科及以上学历，特别优秀的可以考虑专科学历
2、积极主动，有高度的服务意识
3、独立思考，善于总结梳理，工作责任性强
4、有从事互联网产品运营工作经验者优先。
5、梳理EXCEL、SQL能力者优先
        "
数据分析专员,链家广州分公司,广州,2000人以上,本科,C轮,"消费生活,其他",7k-12k,不限,"
        岗位职责：
1.负责监测并解读行业政策，研究市场竞争动态和广州楼市发展趋势，为公司运营业务提供及时且有效的竞争策略或建议；
2.负责不定期针对经纪人、业主和客户的需求开展相关的调研和研究，持续将研究成果转化成培训材料，并输出相应的赋能工具或解决方案，并能够管理对应运营作业改善的过程；
3.负责协助推动公司发展战略的落地，不断完善公司门店布局和拓展的策略，研究能够显著提升重点盘、目标市场和全市市占率的有效商业竞争模式，对已开的门店进行持续提质增效管理；
4.负责持续维护楼盘字典，优化市场研究、竞争模型、客户洞察和门店运营管理的工作流程和标准化文件，对内完成知识性资产的萃取和传递。
任职要求:
1.统招本科及以上学历，营销管理、统计学等相关管理专业市场营销、工商管理、应用统计、数学等相关专业，工作经历高度匹配者可不限专业；
2.具备较强的沟通讨论和组织协调能力，主动积极，具有较强的逻辑性，观点清晰明确；
3.具备较强的执行力和责任心，及主动关注身边发生的新技术和新方法，有较好学习转化能力；
4.国语流利，粤语会听能说更佳，熟练使用办公软件，精通excel，具备使用SQL等数据处理能力
        "
广告投放（信息流/应用商店向/数据分析）,广州速游,广州,150-500人,本科,B轮,"移动互联网,游戏",9k-15k,1-3年,"
        岗位职责：
1、主要负责手游产品在不同平台和渠道的广告投放操作；
2、根据需求制定广告投放计划，整理分析投放数据，适时调整投放策略，优化投放效果，提高广告的曝光量、点击率、转化率、安装量、有效注册量；
3、监测广告投放数据，控制投放风险，及时发现问题，定期向相关人员提供数据报表；
4、负责广告素材的收集整理，分析优化，为新广告的设计明确思路；
5、通过投放数据有效的对投放渠道进行优化，降低投放成本。

岗位要求：
1、一年以上移动互联网广告投放经验，至少擅长广点通、爱奇艺、百度等各种推广渠道中的其中一种；
2、熟悉网络广告投放流程和广告数据监测工作；
3、熟悉互联网行业，善于挖掘热点；
4、有较强的沟通和理解能力，具备较强的数据敏感度和分析能力，有独立分析和解决问题的能力。
        "
数据分析师,浩瀚深度,广州,150-500人,本科,上市公司,"硬件,数据服务",15k-25k,3-5年,"
岗位职责：
1.???????? 负责构建部门数据分析与数据挖掘业务分析体系,整体架构设计、规划,充分发挥数据的价值,提高数据质量,促进部门业务和项目更好的发展；
2.???????? 通过建立业务的数据分析模型来指导业务的发展,对数据库信息进行深度挖掘和有效利用,充分实现数据的内在价值,构建产品核心竞争力；
3.???????? 负责大数据平台基础架构，以及数据挖掘处理算法、模型、脚本的维护、监控、优化和升级；
4.???????? 负责处理数据分析挖掘工具/平台Hadoop/Hive/Spark/Kafka等疑难问题的研究和解决
5.???????? 根据业务需求开发各类工具、中间件；
6.???????? 负责数据分析团队技术规划、演进和人员培养、梯队建设。
?
任职要求：
1.???????? 本科以上学历、计算机/统计学/经济学等相关专业，2年以上工作经验；
2.???????? 具备深厚数据建模(机器学习,数据挖掘,信息检索背景)和分析理论知识和经验；
3.???????? 熟悉 Linux 平台的海量数据分布式存储、分布式计算；
4.???????? 精通常用的数据分析工具，有基于 Hadoop 的云计算平台，HBase 及类似的 NoSQL 存储, MySQL,和 BI 系统等实践经验；
5.???????? 熟悉互联网并且对于互联网常见的业务形态与商业模式有深入的理解,对业务变化有敏锐的洞察力；
6.???????? 有较强的对业务理解与分析能力，了解业务规划与策划能力以及相应经验；
7.???????? 具备较强的问题定位、分解、解决能力及计划和组织能力；
8.???????? 善于创新、思维敏捷、精力充沛，沟通能力强，能够承受较大工作压力；
9.???????? 热爱数据,对数据及逻辑关系敏感,并对数据体系有深入的认识；
10.???? 有通信行业或者互联网企业相关经验优先，有软考、思科、华为等方面的证书优先。
"
数据分析师,柯内特,广州,50-150人,本科,不需要融资,数据服务,8k-15k,不限,"
        岗位职责：


 负责大数据产品的数据指标体系建设及维护，建立产品的分析逻辑体系，协助数据驱动文化落地；


 撰写数据分析报告，并推动分析报告自动化，打造完整的数据分析服务体系；


 对环保物联网传感数据进行数据挖掘建模，对数据进行分析及建模，发现数据的关联特征，进行预测性分析，为政府行政部门提供决策建议；


 梳理公司内部数据，设计引用性数据产品，将数据分析能力应用到公司内部业务研究中，支持及指导业务。






岗位要求：




 环境科学、环境工程、统计学、数学、计算机科学及其他相关专业本科及以上学历；


 1年以上的数据分析工作经历，有丰富的数据分析及数据建模经验；


 熟练使用SQL、了解数据仓库、数据可视化；


 熟练使用Python进行数据清洗、数据分析；


 有较强的的逻辑思维能力，能够快速理解业务需求，挖掘数据与业务之间的关联关系；








柯内特广州大数据研究院核心团队来自IBM、HP、EMC、Oracle等相关领域超过十年的资深专家，实行扁平化的开放式管理，你可以接触和了解到业界先进的的移动物联网平台、大数据体系架构，深度学习技术，和行业先进的模型算法

"
数据分析师,青木科技,广州,500-2000人,本科,未融资,电商,2k-4k,应届毕业生,"
        工作职责：
1、负责品牌活动，运营数据指标的统计和分析；
2、数据平台BI报表开发；
3、完成上级安排的工作。

任职资格：
1、统招全日制本科，数学，计算机专业优先；
2、熟练使用mysql/oracle；
3、会使用python/scala/java优先；
4、只考虑2021届的毕业生，能实习3个月以上。
        "
大数据分析师（会员画像）,钱大妈,广州,2000人以上,本科,D轮及以上,消费生活,18k-28k,5-10年,"
岗位职责:
1、负责会员标签体系搭建及研发，同时负责消费者画像分析；
2、负责调研业务部门的会员营销及分析的需求，研究分析公司会员资产，洞察会员生命周期数据，定期输出分析报告；
3、研究分析会员群体画像、与商品的相关指标，并完成统计分析、分类/聚类、推荐算法等会员模型的研发；
4、设计及优化终端门店、电商等不同维度会员运营情况诊断分析模板；
5、会员忠诚度计划实施情况数据监测，定期输出报告；

任职要求：
1、 有3年及以上会员用户数据分析工作经验，熟练使用数据分析工具；
2、 熟悉数据仓库DW，有会员主题模型、ETL、调度设计相关经验；
3、 统招本科，数学、统计学相关专业优先；
4、 熟悉分类算法、聚类算法、协同过滤算法等相关算法，并具有会员方面的项目经验优先；
5、 熟悉hive、spark、presto、pyspark、TensorFlow/PyTorch等组件
"
数据分析,优品数据,广州,50-150人,本科,未融资,"数据服务,其他",6k-8k,1-3年,"
        职位要求：1、本科及以上学历，数学、统计学、计算机等相关专业优先考虑；2、具备有较强的数据分析能力，熟悉数据分析常规流程及可视化方法；3、有SQL相关经验者优先；4.有求知欲，有集体荣誉感，有上进心；5.有较好的的团队合作精神。

"
数据分析,优品数据,广州,50-150人,本科,未融资,"数据服务,其他",6k-8k,1-3年,"
        职位要求：1、本科及以上学历，数学、统计学、计算机等相关专业优先考虑；2、具备有较强的数据分析能力，熟悉数据分析常规流程及可视化方法；3、有SQL相关经验者优先；4.有求知欲，有集体荣誉感，有上进心；5.有较好的的团队合作精神。

"
数据分析师,预见网络,广州,15-50人,硕士,未融资,企业服务,9k-13k,不限,"
        工作职责：
1、 完成高管薪酬与长期激励相关的市场数据收集与调研；
2、 根据项目需求，通过市场公开信息搜集并分析处理数据；
3、 进行公司研究、案例研究及监管政策研究等；
4、 根据项目需求，进行相关专业文件的文本化工作（如中英文翻译）；
5、 参与报告数据分析与统计、撰写、整理、校订工作；
6、 熟悉运营Excel、Spss等进行数据处理和分析，运用PPT有条理地呈现研究成果；

职位要求：
1、 重点本科及一年相关工作经验或应届硕士生；
2、 有财务会计或者商业或者统计学等相关背景；
3、 具备良好的英语基础；
4、 能够高效收集与处理公开信息和内部资料，从中挖掘有效信息；
5、 耐心细致、具备良好的沟通、逻辑分析与抗压能力。
        "
高级数据分析师,广州方舟医药有限公司,广州,500-2000人,本科,B轮,"电商,医疗丨健康",10k-15k,1-3年,"
岗位职责：
1.负责各部门的数据统计及分析工作，对部门需求及指标深入理解，分析数据波动及异常原因，给出合理的建议方案；
2.结合分析结果及业务情况，评估业务指标完成进度，挖掘数据分析需求，并根据数据分析结果为各业务的改进提出合理化建议，推动及沟通可实施方案，跟进方案执行的数据效果；
3.优化指标体系及数据产品。
任职要求：
1、 本科及以上学历，统计、计算机、数学专业优先；
2、 具有2年以上的数据分析或者数据挖掘经验；
3、 熟练掌握SQL，对数据库的相关知识有所了解；
4、 熟练使用Excel，R，SAS或其他统计分析工具辅助工作；
5、 至少掌握一门脚本语言，如python/ruby；
6、 熟悉数据挖掘的基本原理和相关算法；
7、 逻辑思维能力强，具备良好的沟通能力。
"
数据分析师,海凯伦,广州,15-50人,本科,不需要融资,"信息安全,软件开发",16k-25k,3-5年,"
        1、对搜款网产品运营数据进行分析、监测、统计，参与数据体系搭建；
2、负责为产品运营提供数据分析支持，包含但不限于产品分析、用户分析、运营分析等，并根据分析结果提出可落地的策略建议；
3、搭建业务转化漏斗，通过对用户行为深入分析，发现用户增长关键因素，联合产品、研发、运营等团队寻找提升用户成长方案，推动落地并评估效果。
任职要求：
1、统招本科及以上学历，3 年以上数据分析或数据挖掘经验，有电商或者互联网公司营销、活动、推广、商品类分析经验；
2、较强的统计学基础，了解基本的数据分析方法与模型，统计、数学、计算机等相关专业优先；
3、优秀的数据处理能力，熟练掌握 Hive/SQL，精通 excel，掌握 Python/R 尤佳；
4、敏锐的数据洞察力，良好的业务理解力；
5、能独立完成从数据提取到模型构建，部门沟通到输出分析报告，提出并解决具体的业务问题。

"
数据分析师,蜗牛保险,广州,500-2000人,本科,B轮,"移动互联网,金融",12k-18k,3-5年,"
岗位职责：数据仓库的建立、数据报表的生成等工作，侧重点主要是与业务沟通、与技术沟通，通过埋点等方式采集数据，并且通过数据仓库和定时任务等来处理数据，生成相应的报表。同时也有一定预测与数据挖掘的工作。

职位要求：
1.重点本科及以上学历，计算机相关专业；
2.互联网公司产品或者数据分析经验，懂得基本的数据分析和产品管理流程；
3.有数据仓库，大数据，或者开发经验优先；
4.懂得数据科学，了解机器学习模型优先。
"
数据分析师,信用生活,广州,50-150人,本科,A轮,"移动互联网,金融",15k-30k,3-5年,"
岗位职责：?主要针对银行零售信贷业务的风险、客户运营以及价值变现等项目进行：?1.根据项目目标进行数据数据分析和挖掘工作，包括数据处理清洗与整合工作，并撰写分析报告；?2.结合分析经验和业务知识，开发并落地相应的业务策略；?3.主动发现业务问题，并根据业务实际情况给出业务优化建议；?4.负责对接各业务方的数据服务需求，从业务需求出发，对业务数据进行分析，发现其中的用户和商业价值，寻找数据产品研发的切入点；?5.负责数据集市、客户画像标签体系的设计与开发，以及可视化BI报表平台、智能推荐、机器学习等数据产品的设计和开发。?岗位要求：?1.数学、统计、计算机、金融等相关专业全日制本科以上学历，并有2年以上银行或消金数据分析/数据模型设计与开发的工作经验（本要求可根据个人能力无视），信用卡行业经验优先；?2.至少精通SQL/Python/SAS?BASE其中之一，并能运用上述工具独立完成数据分析工作；?3.精通常用的数据分析方法，能快速的构建问题框架和分析框架；?4.熟悉基本统计算法，如决策树、逻辑回归等；?5.良好的沟通能力和团队协助能力。
"
数据分析师(J10204),中康资讯,广州,150-500人,本科,不需要融资,"移动互联网,医疗丨健康",15k-25k,3-5年,"
        工作职责:
1、负责连锁药店小票数据的数据挖掘工作，完成挖掘项目中的数据需求，处理数据，输出数据及可视化结果等工作，项目包括人群画像研究，产品标准化建设，连锁药店品类优化研究等；
2、连锁药店小票数据日常决策需求支撑，并形成报表可视化呈现；
3、连锁药店小票数据QC，及提供解决方案，或算法处理异常数据。
任职资格:
1、计算机、数学、统计等专业，本科以上学历，研究生以上学历优先； 
2、具有3年以上数据挖掘工作经验，有零售数据分析，医药零售分析等领域项目经验优先； 
3、熟悉数据挖掘建模过程及主流算法； 
4、熟练使用数据库，并至少熟练掌握一种语言，如Python、R等； 
5、具有独立分析和解决实际业务问题的能力；对新知识、新技术充满求知欲，逻辑严谨、思维活跃、语言表达顺畅。

"
数据分析（产品运营方向）,金十数据,广州,150-500人,本科,不需要融资,"移动互联网,金融",8k-12k,3-5年,"
        岗位职责:

1、深入了解业务和行业，结合定性、定量的分析方法分析用户、市场、及产品体验相关问题，可以独立完成数据策略设计、数据处理与分析、方案评估的工作闭环；

2、充分利用多维数据，高效完成专题研究报告；

3、利用机器学习模型解决实际问题；

4、设计数据监控产品。

5、跟随产品迭代与运营策略，梳理业务数据逻辑



岗位要求:

1、2年以上数据分析工作经验；

2、有机器学习模型实战经验；

3、能熟练使用excel\SQL\tableau，至少熟悉R、Python中的一种，熟悉常用的数据统计和分析方法；

4、抗压能力强，沟通协调推动能力强；

5、对数字有热情，渴望单独领导部分业务；

6、加分项是熟练使用axure等产品设计软件。



公司福利：

1、 基本福利样样齐全，高于行业平均水平的高薪资，五险一金等等！

2、 行业良心企业领头羊，让你年底无忧的全年13+薪！

3、早9晚6上班制，创意园办公，轻松宽阔的工作环境让你灵感爆发！

4、 充足的假期时间，周末双休、国家法定节假日、带薪年假等，根据节日气氛，还有各种小礼物小红包哦~

5、 午餐无烦恼！公司自建饭堂提供自助餐式午饭、下午茶，新鲜无添加好营养~

6、 活动多多，每月生日会、每周打球活动，不定时户外活动，每年旅游不能少~





"
数据分析师,中伊实业,广州,50-150人,本科,不需要融资,其他,10k-20k,3-5年,"
职责：

建立公司用户需求分析的数据架构；

通过数据挖掘提出用户需求的可能性；

为每一步的营销及产品设计提供数据验证；

要求：

具备零售行业，尤其是线下现场分析经验；

擅长并热爱数字建模的过程和结果；

熟练使用各种数据挖掘工具。
        "
数据分析师,利鑫恒实业,广州,50-150人,大专,未融资,数据服务,6k-8k,1-3年,"
职位要求：1、大专及以上学历，数学、统计学、计算机等相关专业优先考虑；2、具备有较强的数据分析能力，精通excel，数据可视化工具；3、拥有一定开发语言技能，如SQL等；4、两年以上相关工作经验优先考虑；5、团队合作精神佳、抗压能力强。
"
微信视频号数据分析 高级工程师,腾讯,广州,2000人以上,硕士,上市公司,社交,25k-50k,3-5年,"
负责微信视频号业务的数据分析和增长黑客工作； 搭建和完善产品各模块的数据指标体系； 负责产品和运营核心策略的分析建模，指导业务科学决策； 设计和分析A/B Testing实验以验证策略有效性，并提出优化的业务策略； 探索并落实用户生命周期、产品体验优化和用户增长点

3年以上数据分析或数据科学相关岗位的工作经验； 计算机科学、数据科学、机器学习、统计学、应用数学等领域硕士及以上学历； 敏锐的数据洞察力、严谨的逻辑思维能力和系统的分析总结能力； 熟练使用SQL/Hive语句，具备Hadoop、Spark等平台的海量数据处理经验； 熟练使用Python/R的数据分析工具包，经典机器学习算法包； 有短视频产品的数据分析和用户增长经验者优先。
"
微信视频号数据分析工程师,腾讯,广州,2000人以上,本科,上市公司,社交,15k-30k,1-3年,"
参与微信视频号业务的数据分析工作； 制定产品功能的数据采集方案，并协助搭建产品的数据指标体系； 监测业务的日常数据，关注数据波动并能够及时分析和解读数据异动； 针对产品和运营相关的业务问题，能够进行量化分析和数据建模，并提出优化策略； 设计和分析A/B Testing实验以验证策略有效性，辅助业务决策。

1年以上数据分析或数据科学相关工作经验； 计算机科学、数据科学、统计学、应用数学等领域本科及以上学历； 敏锐的数据洞察力、严谨的逻辑思维能力和系统的分析总结能力； 熟练使用SQL/Hive语句； 熟练使用Python/R的数据分析工具包，经典机器学习算法包； 熟练使用EXCEL/Tableau等数据可视化工具； 有Hadoop、Spark等平台的海量数据处理经验者优先。
"
数据分析师,链家地产,广州,2000人以上,本科,不需要融资,其他,8k-12k,1-3年,"
岗位职责：
1、负责公司业务覆盖的商圈和楼盘等研究，建立并落实监控行业政策和同行市场竞争动态的管理机制，给予各业务区域的发展提供关键决策建议；
2、不定期针对经纪人、业主和客户的需求开展相关的调研和研究，通过量化分析，提炼出市场需求的痛点；
3、结合运营前线业务需求，不断输出提升运营效率的解决方案或营销工具，持续跟踪方案的实施效果并更新迭代方案或营销工具；?
4、推动公司发展战略的落地，不断完善公司门店布局和拓展的策略，研究能够显著提升重点盘、核心市场和全市市占率的有效商业竞争模式。

任职要求：? ?
1.具备一年及以上数据分析工作经验，房地产、互联网、连锁经营行业优先；
2.擅长数据处理和数据分析，并能将数据报告可视化处理，有一定的报告输出能力或工作经验，会使用SQL、SPSS等数据分析工具的优先；
3.具备良好的学习和沟通能力，思维活跃，擅于将研究成果转化成落地方案；

薪酬福利：入职购买五险一金，周末双休，带薪年假，生日礼物，团队氛围好

工作地点：广州市越秀区农林下路5号亿达大厦7楼
"
数据分析师,启尔智信息科技,广州,15-50人,大专,未融资,移动互联网,12k-18k,3-5年,"
岗位职责?1.?负责产品的数据分析，建立和完善产品的数据体系，通过业务指标反映运营状况，完成相关数据分析和数据建模、标签体系建立等2.?理解业务和用户需求，完成客户的数据业务需求3.?通过对问题的拆解和分析，形成结论，为决策层提供参考依据4.?负责以数据驱动业务增长，把结论应用到产品/系统的优化5.?根据部门或产品的实际业务要求，通过数据挖掘或数据分析，主导相关数据模型的构建、维护、部署和评估工作任职要求1.?3年以上电商、互联网公司数据分析、数据挖掘相关经验，有数据驱动业务产生积极影响的工作经验2.?极好的数据分析能力，强烈的数据敏感度，能够通过数据发现和分析业务中隐含的商业变化及问题，并能从海量数据提炼核心结果。有较强的逻辑思维和创新能力，具备将业务需求转化成数据处理语言的能力3.?熟练使用至少一门SAS/R/Python等数据处理语言经验4.?有数据可视化经验，熟悉业界主流BI产品优先，如Tableau\FineBI\PowerBI等5.?扎实的数学基础，包括概率／统计／代数等，有处理大规模数据的经验，掌握hive、hadoop、MySQL、mongodb等相关数据处理工具6.?有主流机器学习算法库实践和优化经验，熟练统计学习、分类与聚类、时间序列、归因分析等，并参与过相关实际项目优先。7.?熟悉Tensorflow、Keras、Caffe、Theano等深度学习框架的一种或多种者优先，熟练使用Excel、PPT优先8.?热爱创新与挑战，渴望成长与发展，有良好的团队协作能力，有良好的快速学习能力与学习意愿；有较强的责任心及抗压能力。9.?有项目管理经验或走管理方向发展的优先
"
中级数据分析师,巴图鲁公司,广州,500-2000人,本科,C轮,汽车丨出行,9k-13k,3-5年,"
岗位职责：
1、深入了解业务情况，运用多维度进行组合分析、挖掘、深度分析业务；
2、有主动意识地跟踪、监控数据、指标变化，并深入分析、定位问题、优化现状；
3、支撑业务部门的报表处理及数据需求；
4、协助完成周报、月报等周期分析报表，并能将发现有问题推动解决。


任职要求：
1、本科及以上学历，统计学/数学/计算机等相关数理专业，互联网/金融等行业3年及以上数据分析、挖掘相关经验优先；
2、熟练掌握MySQL、PostgreSQL、Greenplum等数据库的一种或者多种；
3、熟练掌握常用数据挖掘算法，并有实际业务建模经验；
4、注重团队协作，执行力强，抗压能力强；
5、学习意愿、沟通能力强，能快速理解熟悉业务逻辑。
"
中级数据分析师,巴图鲁公司,广州,500-2000人,本科,C轮,汽车丨出行,9k-13k,3-5年,"
岗位职责：
1、深入了解业务情况，运用多维度进行组合分析、挖掘、深度分析业务；
2、有主动意识地跟踪、监控数据、指标变化，并深入分析、定位问题、优化现状；
3、支撑业务部门的报表处理及数据需求；
4、协助完成周报、月报等周期分析报表，并能将发现有问题推动解决。


任职要求：
1、本科及以上学历，统计学/数学/计算机等相关数理专业，互联网/金融等行业3年及以上数据分析、挖掘相关经验优先；
2、熟练掌握MySQL、PostgreSQL、Greenplum等数据库的一种或者多种；
3、熟练掌握常用数据挖掘算法，并有实际业务建模经验；
4、注重团队协作，执行力强，抗压能力强；
5、学习意愿、沟通能力强，能快速理解熟悉业务逻辑。
"
PowerBI数据分析师,友邦科技,广州,500-2000人,本科,上市公司,"移动互联网,数据服务",10k-20k,应届毕业生,"
? Requirement
? Bachelor degree in IT related disciplines
? 1+ years experiences in IT Projects
? 1+ years Working experience of Oracle/SQL Server/Sybase, familiar with SQL development
? 1+ years Project experience on Power BI.
? Project experience on ETL Development/data modelling is preferred
? Project experience on Mainstream programming is preferred
? Good English Reading, Writing, specking is preferred. Good Cantonese speaking also is preferred.

? Responsibilities
? Analyzing user requirements and establishing system objectives
? Contributing to the analysis of existing system work flows and procedures and devising both information and process oriented flow charts?
? Designing and developing overall specifications for system projects?
? Conduct joint application design (prototyping) with users.?
? Preparing testing data, conducting system test and system implementation?
? Prepare system documentation?
? Designing, coding, testing and debugging programs
"
数据分析专员,仅一科技,广州,50-150人,本科,未融资,移动互联网 数据服务,6k-10k,1-3年,"
任职要求：1、?具备互联网公司数据分析经验者优先；2、?能够熟练运用excel和ppt；3、?具备较强的文字功底，通过图文结合方式清晰展现分析成果；4、?对数据库具备一定基础知识，能够独自进行数据库SQL脚本的开发、测试和部署操作；5、?需要具备良好的沟通、理解与语言表达能力。岗位职责：1、通过统计和数据挖掘算法优化经营效果,向决策层提供战略决策数据支持,规范化数据分析流程；2、完成公司业务相关数据挖掘、分析工作；3、配合业务部门外出讲解方案；4、完成领导交代的其他工作；
"
数据分析,广州创想新域网络科技有限公司,广州,150-500人,大专,未融资,电商,6k-10k,1-3年,"
        岗位职责；

1、负责公司各类产品的各种信息数据统计，分析工作；

2、针对运营方案，进行数据分析、挖掘，为运营方案的提供数据支撑；

3、建立产品的分析模型，提出产品、业务改善建议；用相关工具进行数据提取，分析市场特征；

4、以数据为依托制定精准营销流程规范，对线上营销（包括钻展、直通车、淘宝客）进行数据分析和评估，提供数据报表和改善建议，提升营销效果；

5、定期进行数据分析报告撰写及数据汇报工作。





任职要求：

1、统计学、电子商务、数据挖掘、数学、市场营销、计算机（符合一条即可）等相关专业大专以上学历；

2、优秀的数据分析能力和业务学习能力，善于从海量数据中总结规律；敏锐的观察力，及时根据数据发现问题；

3、具备良好沟通协调能力、性格开朗，做事认真踏实，工作态度好，应变能力强，善于团队协作；

4、熟悉淘宝相关的数据产品，精通淘宝递阶转化率相关指标及提升方法；
        "
数据分析师,广州拓特网络科技公司,广州,150-500人,本科,不需要融资,电商,7k-10k,应届毕业生,"
        岗位职责：
1、负责满足运营部门、研发部门所提出的数据需求；
2、进行游戏内容，功能的统计分析，优化运营活动以及游戏产品；
3、监控游戏日常指标，定位游戏问题，及时反馈给相关部门；
4、定期制作用户调研问卷，了解玩家意向及搜集数据；
5、提供分析报告，对公司业务的运营进行评估和建议，从数据的角度推动公司运营决策、辅助研发调优产品。

任职要求：
1、本科以上学历，统计学/数学/计算机专业优先；
2、游戏数据经验1年以上，手游经验优先；
3、熟悉游戏业务，精通游戏数据逻辑，理解游戏社交、生态游戏；
4、熟练使用数据处理软件，熟练与数据源交互（包括不限于SQL，Excel，Python，R）；
5、资深游戏玩家，热爱游戏行业，对互联网快速变革高度敏感，理解新一代用户的特点。
        "
数据分析师,广州市果肉教育科技有限公司,广州,500-2000人,本科,不需要融资,"移动互联网,教育",15k-30k,3-5年,"
【职位描述】?
1、根据业务流程搭建数据监控体系，搭建常规报表，日常数据监控；?
2、根据业务中的关键流程或节点进行数据分析，得出有实际意义的分析结论；?
3、定期迭代数据模型，保障业务健康度。?

【任职要求】?
1、本科及以上学历，2 年以上数据运营工作经验，互联网教育行业优先；?
2、熟悉使用 SQL、Excel 和 PPT，具备优秀的数据处理及产出报告能力；?
3、拥有强烈的责任心、好奇心、自驱力和抗压能力，有良好的团队协作能力；?
4、具备突出的项目管理能力，时间管理能力，独立思考能力和沟通表达能力。
"
数据分析师,广州市果肉教育科技有限公司,广州,500-2000人,本科,不需要融资,"移动互联网,教育",18k-35k,3-5年,"
岗位职责：1、根据业务流程搭建数据监控体系，搭建常规报表，日常数据监控；2、根据业务中的关键流程或节点进行数据分析，得出有实际意义的分析结论；3、定期迭代数据模型，保障业务健康度。岗位要求：1、本科及以上学历，2年以上数据运营工作经验，互联网教育行业优先；2、熟悉使用SQL、Execl和PPT，具备优秀的数据处理及产出报告能力；3、拥有强烈的责任心、好奇心、自驱力和抗压能力，有良好的团队协作能力；4、具备突出的项目管理能力，时间管理能力，独立思考能力和沟通表达能力。
"
数据分析师,启尔智信息科技,广州,15-50人,大专,未融资,移动互联网,9k-18k,3-5年,"
数据分析师职位描述：1.?优化和完善经营的数据分析和报表监控体系，包括但不限于KPI指标体系、商品分析体系等2.?建立会员分析体系，包括客群分析，会员生命周期分析，流失分析，挽回分析等；3.?研究行业发展趋势，整理和发布行业分析报告和品牌商业报告；4.?参与产品转化、会员运营、活动运营效果等环节的数据分析，为各部门提供数据决策支持岗位要求：1.两年以上相关领域工作经验，统计.数学.计算机.金融工程等相关专业，大专以上学历，有较好数学或代码基础者优先；2.至少能熟练运用SAS，R，Python中的一种进行数据分析或建模，熟练掌握数据库操作（如SQL语句）；3.掌握逻辑回归，决策树，机器学习等算法，了解算法的原理；4.具备独立思考的能力，逻辑严谨，对数据敏感，善于发现.探索并解决问题，自我驱动力强；5.有较强的责任心及抗压能力；6.同等条件下表达能力强者优先。7.从事过快消零售等行业数据分析、数据挖掘建模分析经验者优先
"
数据分析师,维他奶,广州,500-2000人,本科,上市公司,其他,8k-12k,不限,"
1. 研究和分析各业务部门数据，并从数据中提出更优的改进策略，为管理层提供优化建议
2. 参与数据提取、清洗、处理和分析工作，使用数据集成、数据分析、机器学习和数据可视化的工具
3. 协调并协助完成数据分析项目
4. 识别，研究，推荐和实施数据分析解决方案
5. 过接触不同的数据和业务场景，加强数据处理，数据分析和客户端系统技能
6. 通过数据建模，机器学习和优化技术分析结构化和非结构化数据，并把结果可视化
7. 将各种数据化为综合报告，通过可视化，趋势分析和相关性分析提供业务见解

任职资格：
1. 计算机科学，数据分析，统计学，精算，数学或相关学科本科毕业
2. 拥有利用SQL从数据库提取数据相关技能
3. 拥有数据建模，统计建模和高等分析方面相关经验
4. 拥有使用Python或R人工智能或机器学习算法相关经验
5. 研究，沟通和解决数据相关的问题并留意当中的细节
6. 能够应对压力并在紧迫的时间内完成工作
7. 优秀的报告撰写和演讲技巧
8. 基本语言技能，包括英语，粤语和普通话
"
数据分析师,舒合医疗器械,广州,50-150人,大专,不需要融资,电商,6k-8k,1-3年,"
岗位需求：
1、大专及以上学历，计算机相关专业优先考虑；
2、1年相关工作经验，有PowerBI 或 tabluea 的图表制作经验者优先考虑；
3.工作认真负责，做事积极主动，沟通表达良好，具备一定的抗压能力。
福利待遇：
1、五险一金，年终奖，生日会，户外团建，旅行
2、岗前培训，一年两次内部学习晋升机会
"
数据分析师,职教桥,广州,50-150人,本科,未融资,教育,5k-10k,1-3年,"
岗位职责：
1、基于业务及产品开发运营的链路，梳理数据分析相关项目的需求；
2、不断优化迭代数据分析的链路；
3、负责对数据的提取、清洗、分析等工作；
4、负责对数据的进行文本挖掘；
5、负责行业数据报告的编写及整理。

任职要求：
1、本科及以上学历，统计学、数学、计算机相关专业；
2、熟练使用Python进行数据处理，掌握Python的基本语法、基本的数据结构，熟悉numpy、pandas的用法和功能；
3、掌握SQL语句，了解linux环境；
4、熟悉常见统计分析方法；
5、掌握数据分析相关算法，如聚类、文本挖掘等，了解自然语言处理技术；
6、熟练使用word、Excel等办公软件；
7、具有较强的逻辑思维能力和学习能力，较强的信息整合和分析能力；
8、有运用python处理大型数据分析项目或工作经验者优先。
"
