来源,工单编号,工单状态,接单时间,派单时间,维修时间,修复时间,现场分类,电网分类
网络,9879,已核实,2021/12/12 14:13,2021/12/12 14:16,2021/12/12 14:33,2021/12/12 15:14,城市,法国电网
电话,9880,已核实,2021/12/12 14:09,2021/12/12 14:10,2021/12/12 14:31,2021/12/12 14:35,郊区,德国电网
电话,9881,已核实,2021/12/12 14:09,,2021/12/12 14:29,2021/12/12 15:13,郊区,丹麦电网
电话,9882,已核实,2021/12/12 14:09,2021/12/12 14:17,2021/12/12 14:30,2021/12/12 15:08,郊区,德国电网
电话,9883,已核实,2021/12/12 14:08,2021/12/12 14:08,2021/12/12 14:20,2021/12/12 14:56,郊区,荷兰电网
电话,9884,已核实,2021/12/12 14:06,2021/12/12 14:07,2021/12/12 14:31,2021/12/12 14:32,城市,比利时电网
电话,9885,已核实,2021/12/12 14:04,2021/12/12 14:04,2021/12/12 14:14,2021/12/12 14:43,城市,德国电网
电话,9886,已核实,2021/12/12 13:58,2021/12/12 13:59,2021/12/12 14:11,2021/12/12 14:44,城市,荷兰电网
网络,9887,已核实,2021/12/12 13:54,2021/12/12 13:55,2021/12/12 14:10,2021/12/12 15:27,郊区,比利时电网
电话,9888,已核实,2021/12/12 13:51,2021/12/12 13:52,2021/12/12 14:08,2021/12/12 14:19,城市,荷兰电网
电话,9889,已核实,2021/12/12 13:49,2021/12/12 13:54,2021/12/12 14:34,2021/12/12 15:07,郊区,德国电网
电话,9890,已核实,2021/12/12 13:45,2021/12/12 13:45,2021/12/12 13:56,2021/12/12 15:40,城市,荷兰电网
电话,9891,已核实,2021/12/12 13:35,2021/12/12 13:39,2021/12/12 14:05,2021/12/12 14:10,郊区,德国电网
电话,9892,已核实,2021/12/12 13:35,2021/12/12 13:36,2021/12/12 13:57,2021/12/12 16:24,郊区,比利时电网
电话,9893,已核实,2021/12/12 13:33,2021/12/12 13:35,2021/12/12 13:54,2021/12/12 14:14,郊区,德国电网
电话,9894,已核实,2021/12/12 13:29,2021/12/12 13:29,2021/12/12 14:01,2021/12/12 14:12,郊区,德国电网
电话,9895,已核实,2021/12/12 13:25,2021/12/12 13:27,2021/12/12 13:35,2021/12/12 13:42,城市,法国电网
电话,9896,已核实,2021/12/12 13:18,2021/12/12 13:18,2021/12/12 13:33,2021/12/12 14:00,城市,法国电网
电话,9897,已核实,2021/12/12 13:16,2021/12/12 13:16,2021/12/12 13:28,2021/12/12 13:34,城市,西班牙电网
电话,9898,已核实,2021/12/12 13:14,2021/12/12 13:14,2021/12/12 13:37,2021/12/12 14:27,郊区,荷兰电网
网络,9899,已核实,2021/12/12 13:10,2021/12/12 13:10,2021/12/12 13:16,2021/12/12 13:45,城市,荷兰电网
电话,9900,已核实,2021/12/12 13:10,2021/12/12 13:10,2021/12/12 13:37,2021/12/12 14:22,郊区,荷兰电网
电话,9901,已核实,2021/12/12 13:00,2021/12/12 13:01,2021/12/12 13:19,2021/12/12 13:33,城市,比利时电网
网络,9902,已核实,2021/12/12 12:58,2021/12/12 13:02,2021/12/12 13:04,2021/12/12 13:19,郊区,比利时电网
电话,9903,已核实,2021/12/12 12:56,2021/12/12 12:59,2021/12/12 13:04,2021/12/12 13:54,郊区,西班牙电网
网络,9904,已核实,2021/12/12 12:54,2021/12/12 12:57,2021/12/12 13:07,2021/12/12 13:30,城市,法国电网
电话,9905,已核实,2021/12/12 12:49,2021/12/12 12:50,2021/12/12 13:08,2021/12/12 13:21,城市,比利时电网
电话,9906,已核实,2021/12/12 12:45,2021/12/12 12:47,2021/12/12 12:58,2021/12/12 13:10,郊区,德国电网
电话,9907,已核实,2021/12/12 12:43,2021/12/12 12:44,2021/12/12 13:01,2021/12/12 13:42,郊区,荷兰电网
电话,9908,已核实,2021/12/12 12:43,2021/12/12 12:43,2021/12/12 13:09,2021/12/12 13:12,郊区,法国电网
电话,9909,已核实,2021/12/12 12:41,2021/12/12 12:42,2021/12/12 12:55,2021/12/12 13:02,城市,德国电网
电话,9910,已核实,2021/12/12 12:40,2021/12/12 12:40,2021/12/12 12:51,2021/12/12 13:03,郊区,法国电网
电话,9911,已核实,2021/12/12 12:39,2021/12/12 12:43,2021/12/12 12:54,2021/12/12 13:17,城市,法国电网
电话,9912,已核实,2021/12/12 12:34,2021/12/12 12:37,2021/12/12 12:41,2021/12/12 13:59,郊区,荷兰电网
电话,9913,已核实,2021/12/12 12:33,2021/12/12 12:41,2021/12/12 13:02,2021/12/12 13:16,城市,西班牙电网
网络,9914,已核实,2021/12/12 12:31,2021/12/12 12:33,2021/12/12 12:50,2021/12/12 13:37,城市,德国电网
电话,9915,已核实,2021/12/12 12:21,2021/12/12 12:23,2021/12/12 12:29,2021/12/12 12:37,郊区,荷兰电网
电话,9916,已核实,2021/12/12 12:19,2021/12/12 12:23,2021/12/12 12:34,2021/12/12 12:45,郊区,荷兰电网
电话,9917,已核实,2021/12/12 12:15,2021/12/12 12:15,2021/12/12 12:27,2021/12/12 12:28,郊区,比利时电网
电话,9918,已核实,2021/12/12 12:14,2021/12/12 12:14,2021/12/12 12:31,2021/12/12 12:51,郊区,比利时电网
电话,9919,已核实,2021/12/12 12:12,2021/12/12 12:12,2021/12/12 12:29,2021/12/12 12:46,郊区,德国电网
电话,9920,已核实,2021/12/12 12:09,2021/12/12 12:09,2021/12/12 12:23,2021/12/12 12:33,城市,荷兰电网
电话,9921,已核实,2021/12/12 12:04,2021/12/12 12:06,2021/12/12 12:22,2021/12/12 12:29,郊区,德国电网
电话,9922,已核实,2021/12/12 12:03,2021/12/12 12:04,2021/12/12 12:18,2021/12/12 13:00,郊区,西班牙电网
电话,9923,已核实,2021/12/12 12:03,2021/12/12 12:03,2021/12/12 12:13,2021/12/12 12:23,郊区,德国电网
电话,9924,已核实,2021/12/12 12:02,2021/12/12 12:03,2021/12/12 12:14,2021/12/12 12:33,城市,荷兰电网
网络,9925,已核实,2021/12/12 11:58,2021/12/12 12:01,2021/12/12 12:29,2021/12/12 12:46,城市,法国电网
电话,9926,已核实,2021/12/12 11:56,2021/12/12 11:56,2021/12/12 11:58,2021/12/12 12:34,郊区,西班牙电网
网络,9927,已核实,2021/12/12 11:51,2021/12/12 11:53,2021/12/12 12:05,2021/12/12 12:21,城市,德国电网
电话,9928,已核实,2021/12/12 11:49,2021/12/12 11:50,2021/12/12 12:09,2021/12/12 12:35,城市,荷兰电网
电话,9929,已核实,2021/12/12 11:47,2021/12/12 11:47,2021/12/12 12:00,2021/12/12 12:16,城市,比利时电网
电话,9930,已核实,2021/12/12 11:45,2021/12/12 11:45,2021/12/12 11:59,2021/12/12 12:11,城市,比利时电网
电话,9931,已核实,2021/12/12 11:43,2021/12/12 11:47,2021/12/12 12:08,2021/12/12 12:58,郊区,西班牙电网
网络,9932,已核实,2021/12/12 11:36,2021/12/12 11:36,2021/12/12 11:54,2021/12/12 12:36,城市,荷兰电网
网络,9933,已核实,2021/12/12 11:36,2021/12/12 11:40,2021/12/12 11:45,2021/12/12 14:07,城市,法国电网
网络,9934,已核实,2021/12/12 11:36,2021/12/12 11:43,2021/12/12 11:53,2021/12/12 12:01,城市,法国电网
网络,9935,已核实,2021/12/12 11:33,2021/12/12 11:36,2021/12/12 11:38,2021/12/12 11:38,城市,法国电网
电话,9936,已核实,2021/12/12 11:24,2021/12/12 11:25,2021/12/12 11:48,2021/12/12 11:48,城市,比利时电网
电话,9937,已核实,2021/12/12 11:24,2021/12/12 11:39,2021/12/12 11:40,2021/12/12 11:54,城市,西班牙电网
网络,9938,已核实,2021/12/12 11:16,2021/12/12 11:18,2021/12/12 11:32,2021/12/12 12:06,城市,德国电网
电话,9939,已核实,2021/12/12 11:11,2021/12/12 11:11,2021/12/12 11:19,2021/12/12 11:52,郊区,比利时电网
电话,9940,已核实,2021/12/12 11:10,2021/12/12 11:23,2021/12/12 11:31,2021/12/12 11:50,城市,比利时电网
电话,9941,已核实,2021/12/12 11:03,2021/12/12 11:03,2021/12/12 11:13,2021/12/12 13:20,城市,比利时电网
电话,9942,已核实,2021/12/12 10:59,2021/12/12 11:00,2021/12/12 11:11,2021/12/12 11:37,郊区,德国电网
电话,9943,已核实,2021/12/12 10:58,2021/12/12 10:58,2021/12/12 11:03,2021/12/12 11:22,城市,法国电网
网络,9944,已核实,2021/12/12 10:57,2021/12/12 11:11,2021/12/12 11:16,2021/12/12 11:18,郊区,西班牙电网
电话,9945,已核实,2021/12/12 10:51,2021/12/12 10:51,2021/12/12 11:09,2021/12/12 11:11,城市,西班牙电网
电话,9946,已核实,2021/12/12 10:44,2021/12/12 10:44,2021/12/12 10:59,2021/12/12 11:15,城市,荷兰电网
电话,9947,已核实,2021/12/12 10:44,2021/12/12 10:44,2021/12/12 10:50,2021/12/12 11:20,郊区,荷兰电网
电话,9948,已核实,2021/12/12 10:44,2021/12/12 10:50,2021/12/12 11:22,2021/12/12 11:23,郊区,西班牙电网
电话,9949,已核实,2021/12/12 10:43,2021/12/12 11:15,2021/12/12 11:39,2021/12/12 12:45,郊区,荷兰电网
电话,9950,已核实,2021/12/12 10:40,2021/12/12 10:40,2021/12/12 10:54,2021/12/12 11:41,城市,法国电网
网络,9951,已核实,2021/12/12 10:39,2021/12/12 10:41,2021/12/12 10:54,2021/12/12 12:58,城市,德国电网
电话,9952,已核实,2021/12/12 10:37,2021/12/12 10:38,2021/12/12 11:00,2021/12/12 11:10,城市,比利时电网
网络,9953,已核实,2021/12/12 10:35,2021/12/12 10:35,2021/12/12 10:40,2021/12/12 11:18,城市,荷兰电网
电话,9954,已核实,2021/12/12 10:31,2021/12/12 10:33,2021/12/12 10:51,2021/12/12 12:08,城市,比利时电网
电话,9955,已核实,2021/12/12 10:31,2021/12/12 10:31,2021/12/12 10:40,2021/12/12 11:00,城市,法国电网
电话,9956,已核实,2021/12/12 10:30,2021/12/12 10:45,2021/12/12 10:49,2021/12/12 11:11,郊区,荷兰电网
电话,9957,已核实,2021/12/12 10:25,2021/12/12 10:25,2021/12/12 10:36,2021/12/12 10:37,郊区,比利时电网
电话,9958,已核实,2021/12/12 10:21,2021/12/12 10:24,2021/12/12 10:42,2021/12/12 11:00,郊区,西班牙电网
网络,9959,已核实,2021/12/12 10:21,2021/12/12 10:25,2021/12/12 10:30,2021/12/12 10:31,城市,法国电网
电话,9960,已核实,2021/12/12 10:16,2021/12/12 10:17,2021/12/12 10:26,2021/12/12 11:08,城市,荷兰电网
电话,9961,已核实,2021/12/12 10:16,2021/12/12 10:21,2021/12/12 10:31,2021/12/12 10:33,郊区,意大利电网
电话,9962,已核实,2021/12/12 10:15,2021/12/12 10:16,2021/12/12 10:19,2021/12/12 11:07,城市,德国电网
电话,9963,已核实,2021/12/12 10:14,2021/12/12 10:15,2021/12/12 10:31,2021/12/12 10:56,城市,荷兰电网
电话,9964,已核实,2021/12/12 10:13,2021/12/12 10:13,2021/12/12 11:02,2021/12/12 12:10,郊区,比利时电网
电话,9965,已核实,2021/12/12 10:07,2021/12/12 10:09,2021/12/12 10:37,2021/12/12 10:59,郊区,西班牙电网
网络,9966,已核实,2021/12/12 10:05,2021/12/12 10:08,2021/12/12 10:15,2021/12/12 10:52,城市,法国电网
电话,9967,已核实,2021/12/12 10:05,2021/12/12 10:05,2021/12/12 10:24,2021/12/12 10:55,郊区,比利时电网
网络,9968,已核实,2021/12/12 10:04,2021/12/12 10:07,2021/12/12 10:08,2021/12/12 10:36,城市,法国电网
电话,9969,已核实,2021/12/12 10:04,2021/12/12 10:04,2021/12/12 10:19,2021/12/12 10:39,城市,比利时电网
网络,9970,已核实,2021/12/12 10:02,2021/12/12 10:05,2021/12/12 10:10,2021/12/12 10:35,城市,法国电网
网络,9971,已核实,2021/12/12 10:02,2021/12/12 10:20,2021/12/12 10:52,2021/12/12 10:57,郊区,西班牙电网
网络,9972,已核实,2021/12/12 10:01,2021/12/12 10:06,2021/12/12 10:13,2021/12/12 10:57,城市,法国电网
电话,9973,已核实,2021/12/12 10:00,2021/12/12 10:30,2021/12/12 10:32,2021/12/12 10:48,郊区,丹麦电网
电话,9974,已核实,2021/12/12 9:59,2021/12/12 9:59,2021/12/12 10:34,2021/12/12 10:41,郊区,比利时电网
电话,9975,已核实,2021/12/12 9:57,2021/12/12 9:57,2021/12/12 10:04,2021/12/12 10:37,郊区,法国电网
电话,9976,已核实,2021/12/12 9:55,2021/12/12 9:55,2021/12/12 10:07,2021/12/12 10:17,郊区,荷兰电网
电话,9977,已核实,2021/12/12 9:55,2021/12/12 9:55,2021/12/12 10:19,2021/12/12 10:21,郊区,比利时电网
电话,9978,已核实,2021/12/12 9:54,2021/12/12 9:54,2021/12/12 9:58,2021/12/12 9:59,郊区,法国电网
网络,9979,已核实,2021/12/12 9:52,2021/12/12 10:02,2021/12/12 10:05,2021/12/12 10:06,郊区,西班牙电网
电话,9980,已核实,2021/12/12 9:52,2021/12/12 10:07,2021/12/12 10:14,2021/12/12 10:56,城市,意大利电网
电话,9981,已核实,2021/12/12 9:51,2021/12/12 9:52,2021/12/12 9:57,2021/12/12 10:53,郊区,法国电网
电话,9982,已核实,2021/12/12 9:48,2021/12/12 9:48,2021/12/12 9:56,2021/12/12 11:18,郊区,比利时电网
电话,9983,已核实,2021/12/12 9:47,2021/12/12 9:49,2021/12/12 9:58,2021/12/12 10:14,郊区,西班牙电网
电话,9984,已核实,2021/12/12 9:45,2021/12/12 9:45,2021/12/12 10:01,2021/12/12 10:50,城市,荷兰电网
网络,9985,已核实,2021/12/12 9:43,2021/12/12 9:45,2021/12/12 9:59,2021/12/12 10:24,城市,德国电网
电话,9986,已核实,2021/12/12 9:43,2021/12/12 9:43,2021/12/12 9:51,2021/12/12 10:16,郊区,西班牙电网
电话,9987,已核实,2021/12/12 9:42,2021/12/12 9:43,2021/12/12 10:01,2021/12/12 10:02,郊区,德国电网
电话,9988,已核实,2021/12/12 9:38,2021/12/12 9:44,2021/12/12 9:47,2021/12/12 10:12,城市,西班牙电网
电话,9989,已核实,2021/12/12 9:37,2021/12/12 9:37,2021/12/12 9:58,2021/12/12 10:28,郊区,比利时电网
电话,9990,已核实,2021/12/12 9:33,2021/12/12 9:46,2021/12/12 9:47,2021/12/12 10:43,郊区,德国电网
电话,9991,已核实,2021/12/12 9:30,2021/12/12 9:31,2021/12/12 9:52,2021/12/12 9:59,城市,比利时电网
网络,9992,已核实,2021/12/12 9:30,2021/12/12 9:31,2021/12/12 9:48,2021/12/12 10:21,郊区,比利时电网
电话,9993,已核实,2021/12/12 9:27,2021/12/12 9:28,2021/12/12 9:42,2021/12/12 10:04,城市,比利时电网
电话,9994,已核实,2021/12/12 9:21,2021/12/12 9:21,2021/12/12 9:31,2021/12/12 10:07,郊区,荷兰电网
电话,9995,已核实,2021/12/12 9:21,2021/12/12 9:21,2021/12/12 9:40,2021/12/12 11:16,郊区,德国电网
电话,9996,已核实,2021/12/12 9:20,2021/12/12 9:21,2021/12/12 9:37,2021/12/12 9:37,城市,西班牙电网
电话,9997,已核实,2021/12/12 9:19,2021/12/12 9:19,2021/12/12 9:31,2021/12/12 9:59,城市,荷兰电网
电话,9998,已核实,2021/12/12 9:18,2021/12/12 9:18,2021/12/12 9:27,2021/12/12 9:44,郊区,比利时电网
电话,9999,已核实,2021/12/12 9:17,2021/12/12 9:18,2021/12/12 9:40,2021/12/12 11:03,郊区,比利时电网
电话,10000,已核实,2021/12/12 9:16,2021/12/12 9:17,2021/12/12 9:42,2021/12/12 10:14,城市,西班牙电网
电话,10001,已核实,2021/12/12 9:16,2021/12/12 9:16,2021/12/12 9:29,2021/12/12 10:00,城市,德国电网
电话,10002,已核实,2021/12/12 9:15,2021/12/12 9:19,2021/12/12 9:22,2021/12/12 9:28,城市,丹麦电网
电话,10003,已核实,2021/12/12 9:11,2021/12/12 9:11,2021/12/12 9:33,2021/12/12 10:16,城市,荷兰电网
电话,10004,已核实,2021/12/12 9:11,2021/12/12 9:11,2021/12/12 9:17,2021/12/12 9:56,郊区,法国电网
电话,10005,已核实,2021/12/12 9:10,2021/12/12 9:10,2021/12/12 9:38,2021/12/12 11:13,郊区,荷兰电网
电话,10006,已核实,2021/12/12 9:09,2021/12/12 9:10,2021/12/12 9:28,2021/12/12 10:04,城市,比利时电网
电话,10007,已核实,2021/12/12 9:08,2021/12/12 9:16,2021/12/12 9:20,2021/12/12 9:26,郊区,西班牙电网
电话,10008,已核实,2021/12/12 9:06,2021/12/12 9:06,2021/12/12 9:23,2021/12/12 10:05,城市,法国电网
电话,10009,已核实,2021/12/12 9:02,2021/12/12 9:02,2021/12/12 9:27,2021/12/12 9:53,城市,丹麦电网
电话,10010,已核实,2021/12/12 9:02,2021/12/12 9:07,2021/12/12 9:14,2021/12/12 9:53,城市,德国电网
网络,10011,已核实,2021/12/12 9:01,2021/12/12 9:13,2021/12/12 9:18,2021/12/12 9:29,郊区,德国电网
电话,10012,已核实,2021/12/12 8:59,2021/12/12 8:59,2021/12/12 9:16,2021/12/12 9:26,城市,荷兰电网
网络,10013,已核实,2021/12/12 8:59,2021/12/12 9:01,2021/12/12 9:12,2021/12/12 9:30,城市,德国电网
网络,10014,已核实,2021/12/12 8:58,2021/12/12 9:12,2021/12/12 9:13,2021/12/12 9:13,郊区,德国电网
网络,10015,已核实,2021/12/12 8:57,2021/12/12 9:00,2021/12/12 9:05,2021/12/12 9:07,郊区,德国电网
电话,10016,已核实,2021/12/12 8:57,2021/12/12 8:57,2021/12/12 9:04,2021/12/12 9:15,郊区,法国电网
网络,10017,已核实,2021/12/12 8:55,2021/12/12 9:18,2021/12/12 9:19,2021/12/12 9:23,郊区,德国电网
网络,10018,已核实,2021/12/12 8:54,2021/12/12 8:58,2021/12/12 9:10,2021/12/12 10:08,城市,法国电网
电话,10019,已核实,2021/12/12 8:53,2021/12/12 8:57,2021/12/12 9:05,2021/12/12 9:54,郊区,西班牙电网
网络,10020,已核实,2021/12/12 8:52,2021/12/12 9:06,2021/12/12 9:09,2021/12/12 9:16,郊区,德国电网
网络,10021,已核实,2021/12/12 8:51,2021/12/12 8:59,2021/12/12 9:05,2021/12/12 9:06,城市,德国电网
电话,10022,已核实,2021/12/12 8:48,2021/12/12 8:49,2021/12/12 9:05,2021/12/12 9:25,城市,荷兰电网
电话,10023,已核实,2021/12/12 8:46,2021/12/12 8:47,2021/12/12 9:06,2021/12/12 9:47,郊区,法国电网
电话,10024,已核实,2021/12/12 8:45,2021/12/12 8:45,2021/12/12 9:01,2021/12/12 9:15,城市,丹麦电网
电话,10025,已核实,2021/12/12 8:45,2021/12/12 8:45,2021/12/12 8:47,2021/12/12 9:25,城市,法国电网
电话,10026,已核实,2021/12/12 8:44,2021/12/12 8:45,2021/12/12 9:14,2021/12/12 10:46,城市,比利时电网
电话,10027,已核实,2021/12/12 8:40,2021/12/12 8:41,2021/12/12 8:51,2021/12/12 10:17,郊区,德国电网
电话,10028,已核实,2021/12/12 8:40,2021/12/12 8:40,2021/12/12 8:52,2021/12/12 9:53,城市,德国电网
电话,10029,已核实,2021/12/12 8:34,2021/12/12 8:34,2021/12/12 8:54,2021/12/12 9:19,郊区,法国电网
电话,10030,已核实,2021/12/12 8:32,2021/12/12 8:32,2021/12/12 8:37,2021/12/12 9:13,城市,西班牙电网
电话,10031,已核实,2021/12/12 8:31,2021/12/12 8:31,2021/12/12 8:49,2021/12/12 10:05,郊区,比利时电网
电话,10032,已核实,2021/12/12 8:27,2021/12/12 8:28,2021/12/12 9:04,2021/12/12 9:04,郊区,比利时电网
电话,10033,已核实,2021/12/12 8:25,2021/12/12 8:43,2021/12/12 8:44,2021/12/12 8:59,郊区,德国电网
电话,10034,已核实,2021/12/12 8:24,2021/12/12 8:24,2021/12/12 8:47,2021/12/12 9:17,城市,法国电网
电话,10035,已核实,2021/12/12 8:23,2021/12/12 8:23,2021/12/12 9:01,2021/12/12 9:09,郊区,德国电网
电话,10036,已核实,2021/12/12 8:22,2021/12/12 8:22,2021/12/12 8:34,2021/12/12 8:51,郊区,荷兰电网
电话,10037,已核实,2021/12/12 8:21,2021/12/12 8:25,2021/12/12 8:35,2021/12/12 9:12,郊区,意大利电网
电话,10038,已核实,2021/12/12 8:20,2021/12/12 8:20,2021/12/12 8:41,2021/12/12 10:33,城市,荷兰电网
电话,10039,已核实,2021/12/12 8:20,2021/12/12 8:20,2021/12/12 8:33,2021/12/12 8:40,城市,法国电网
电话,10040,已核实,2021/12/12 8:18,2021/12/12 8:19,2021/12/12 8:56,2021/12/12 8:58,郊区,意大利电网
电话,10041,已核实,2021/12/12 8:17,2021/12/12 8:17,2021/12/12 8:28,2021/12/12 9:03,城市,法国电网
网络,10042,已核实,2021/12/12 8:14,2021/12/12 8:20,2021/12/12 8:27,2021/12/12 8:33,城市,德国电网
电话,10043,已核实,2021/12/12 8:14,2021/12/12 8:14,2021/12/12 8:19,2021/12/12 9:25,郊区,比利时电网
电话,10044,已核实,2021/12/12 8:13,2021/12/12 8:16,2021/12/12 8:30,2021/12/12 8:33,郊区,西班牙电网
电话,10045,已核实,2021/12/12 8:08,2021/12/12 8:09,2021/12/12 8:25,2021/12/12 9:02,城市,法国电网
电话,10046,已核实,2021/12/12 8:07,2021/12/12 8:08,2021/12/12 8:23,2021/12/12 8:55,城市,比利时电网
电话,10047,已核实,2021/12/12 8:07,2021/12/12 8:07,2021/12/12 8:20,2021/12/12 9:18,郊区,丹麦电网
电话,10048,已核实,2021/12/12 8:06,2021/12/12 8:07,2021/12/12 8:22,2021/12/12 8:39,城市,比利时电网
电话,10049,已核实,2021/12/12 8:02,2021/12/12 8:13,2021/12/12 8:17,2021/12/12 10:46,郊区,西班牙电网
电话,10050,已核实,2021/12/12 8:02,2021/12/12 8:02,2021/12/12 8:13,2021/12/12 8:40,郊区,比利时电网
电话,10051,已核实,2021/12/12 8:00,2021/12/12 8:13,2021/12/12 8:17,2021/12/12 10:27,郊区,西班牙电网
电话,10052,已核实,2021/12/12 7:58,2021/12/12 7:58,2021/12/12 8:09,2021/12/12 8:27,郊区,西班牙电网
电话,10053,已核实,2021/12/12 7:54,2021/12/12 7:55,2021/12/12 8:18,2021/12/12 8:55,郊区,法国电网
电话,10054,已核实,2021/12/12 7:54,2021/12/12 7:54,2021/12/12 8:12,2021/12/12 8:34,城市,比利时电网
电话,10055,已核实,2021/12/12 7:46,2021/12/12 7:47,2021/12/12 7:57,2021/12/12 8:10,特殊边远山区,荷兰电网
电话,10056,已核实,2021/12/12 7:40,2021/12/12 7:42,2021/12/12 7:50,2021/12/12 8:30,城市,德国电网
电话,10057,已核实,2021/12/12 7:37,2021/12/12 7:57,2021/12/12 7:58,2021/12/12 7:59,郊区,德国电网
电话,10058,已核实,2021/12/12 7:35,2021/12/12 7:35,2021/12/12 7:49,2021/12/12 8:07,郊区,荷兰电网
网络,10059,已核实,2021/12/12 7:34,2021/12/12 7:37,2021/12/12 7:41,2021/12/12 7:48,郊区,西班牙电网
电话,10060,已核实,2021/12/12 7:31,2021/12/12 7:39,2021/12/12 7:45,2021/12/12 7:46,郊区,意大利电网
电话,10061,已核实,2021/12/12 7:30,2021/12/12 7:44,2021/12/12 7:49,2021/12/12 8:20,郊区,意大利电网
电话,10062,已核实,2021/12/12 7:30,2021/12/12 7:30,2021/12/12 7:45,2021/12/12 7:52,郊区,荷兰电网
电话,10063,已核实,2021/12/12 7:26,2021/12/12 7:32,2021/12/12 7:34,2021/12/12 7:53,郊区,荷兰电网
电话,10064,已核实,2021/12/12 7:16,2021/12/12 7:16,2021/12/12 7:50,2021/12/12 8:40,郊区,法国电网
电话,10065,已核实,2021/12/12 7:14,2021/12/12 7:45,2021/12/12 7:51,2021/12/12 8:00,郊区,西班牙电网
电话,10066,已核实,2021/12/12 7:03,2021/12/12 7:14,2021/12/12 8:03,2021/12/12 8:14,郊区,德国电网
电话,10067,已核实,2021/12/12 6:56,2021/12/12 7:02,2021/12/12 7:15,2021/12/12 7:30,郊区,荷兰电网
电话,10068,已核实,2021/12/12 6:54,2021/12/12 6:54,2021/12/12 7:20,2021/12/12 7:40,郊区,丹麦电网
电话,10069,已核实,2021/12/12 6:14,2021/12/12 6:15,2021/12/12 6:30,2021/12/12 6:32,郊区,西班牙电网
电话,10070,已核实,2021/12/12 6:01,2021/12/12 6:04,2021/12/12 6:20,2021/12/12 6:58,城市,丹麦电网
电话,10071,已核实,2021/12/12 5:52,2021/12/12 5:53,2021/12/12 6:13,2021/12/12 9:22,郊区,丹麦电网
电话,10072,已核实,2021/12/12 5:29,2021/12/12 5:33,2021/12/12 5:34,2021/12/12 5:47,城市,比利时电网
电话,10073,已核实,2021/12/12 4:17,2021/12/12 4:34,2021/12/12 4:37,2021/12/12 4:40,郊区,法国电网
电话,10074,已核实,2021/12/12 4:02,2021/12/12 4:03,2021/12/12 4:15,2021/12/12 4:37,城市,荷兰电网
电话,10075,已核实,2021/12/12 3:24,2021/12/12 4:01,2021/12/12 4:02,2021/12/12 4:03,郊区,意大利电网
电话,10076,已核实,2021/12/12 3:00,2021/12/12 3:01,2021/12/12 3:12,2021/12/12 3:47,郊区,荷兰电网
电话,10077,已核实,2021/12/12 2:50,2021/12/12 3:14,2021/12/12 3:22,2021/12/12 4:23,郊区,西班牙电网
电话,10078,已核实,2021/12/12 2:01,2021/12/12 2:08,2021/12/12 2:13,2021/12/12 4:42,特殊边远山区,荷兰电网
电话,10079,已核实,2021/12/12 1:37,2021/12/12 1:37,2021/12/12 2:12,2021/12/12 2:39,郊区,法国电网
电话,10080,已核实,2021/12/12 1:08,2021/12/12 1:08,2021/12/12 1:31,2021/12/12 1:34,郊区,丹麦电网
电话,10081,已核实,2021/12/12 1:08,2021/12/12 1:08,2021/12/12 2:26,2021/12/12 3:28,郊区,荷兰电网
电话,10082,已核实,2021/12/12 0:59,2021/12/12 1:00,2021/12/12 1:05,2021/12/12 1:12,郊区,西班牙电网
电话,10083,已核实,2021/12/12 0:54,2021/12/12 0:58,2021/12/12 1:10,2021/12/12 1:40,郊区,荷兰电网
电话,10084,已核实,2021/12/12 0:22,2021/12/12 0:23,2021/12/12 0:36,2021/12/12 0:45,城市,比利时电网
电话,10085,已核实,2021/12/11 23:57,2021/12/12 0:01,2021/12/12 0:07,2021/12/12 0:20,郊区,西班牙电网
电话,10086,已核实,2021/12/11 23:55,2021/12/11 23:55,2021/12/12 0:07,2021/12/12 0:30,郊区,法国电网
电话,10087,已核实,2021/12/11 23:51,2021/12/11 23:59,2021/12/12 0:00,2021/12/12 0:34,郊区,西班牙电网
电话,10088,已核实,2021/12/11 23:29,2021/12/11 23:30,2021/12/11 23:55,2021/12/12 0:30,郊区,法国电网
电话,10089,已核实,2021/12/11 23:18,2021/12/11 23:18,2021/12/11 23:25,2021/12/11 23:39,郊区,荷兰电网
电话,10090,已核实,2021/12/11 23:17,2021/12/11 23:18,2021/12/11 23:33,2021/12/12 0:39,城市,德国电网
电话,10091,已核实,2021/12/11 23:14,2021/12/11 23:16,2021/12/11 23:20,2021/12/11 23:32,郊区,比利时电网
电话,10092,已核实,2021/12/11 23:03,2021/12/11 23:05,2021/12/11 23:08,2021/12/12 1:05,城市,比利时电网
电话,10093,已核实,2021/12/11 23:00,2021/12/11 23:04,2021/12/11 23:09,2021/12/11 23:21,城市,比利时电网
网络,10094,已核实,2021/12/11 22:55,2021/12/11 22:57,2021/12/11 23:07,2021/12/11 23:27,城市,法国电网
电话,10095,已核实,2021/12/11 22:54,2021/12/11 22:54,2021/12/11 22:56,2021/12/11 23:30,郊区,法国电网
网络,10096,已核实,2021/12/11 22:54,2021/12/11 22:57,2021/12/11 23:14,2021/12/11 23:27,城市,法国电网
电话,10097,已核实,2021/12/11 22:53,2021/12/11 22:54,2021/12/11 23:08,2021/12/11 23:19,城市,比利时电网
